icpsr,candidate,chamber,state_dist,cand_party,party_code,candidate_is_incumbent,location,partisanship,incumbent_rep,incumbent_party,incumbent_elected,incumbent_status,congress,bioname,bioguide_id,born,nominate_dim1,nominate_dim2,nominate_log_likelihood,nominate_geo_mean_probability,nominate_number_of_votes,nominate_number_of_errors,nokken_poole_dim1,nokken_poole_dim2,senate_class,new_class_code_senate,text_stem,screen_name,official_screen_name,alternate_names,first_name,special_name,candidate_encoding_issues,GeneralElec
211510004,John W. Hursey Jr.,House,IL-15,D,100,0,Illinois 15,R+21,John Shimkus,Republican,1996,Incumbent retiring.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IL-15-hurseyjr_john-,@hursey4congress,NA,John W. Hursey Jr.,John,other,NA,
710510004,John Wesley Tyler,House,CA-05,D,100,0,California 5,D+21,Mike Thompson,Democratic,1998,Incumbent running.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CA-05-tyler_johnwesley-,@JWTyler4USRep,NA,John Tyler,John,mid_name,NA,
440920007,John Wilkinson,House,GA-09,R,200,0,Georgia 9,R+31,Doug Collins,Republican,2012,Incumbent retiring to run for U.S. senator.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GA-09-wilkinson_john-,@senjwilkinson,NA,John Wilkinson,John,first_last,NA,
20723,John Yarmuth,House,KY-03,D,100,1,Kentucky 3,D+6,John Yarmuth,Democratic,2006,Incumbent running.,NA,"YARMUTH, John",Y000062,1947,-0.378,-0.271,-18.43219,0.9731,676,6,-0.412,-0.181,NA,NA,KY-03-yarmuth_john-,@RepJohnYarmuth,NA,John Yarmuth,John,first_last,NA,
330110001,Johnny Akzam,House,MN-01,D,100,0,Minnesota 1,R+5,Jim Hagedorn,Republican,2018,Incumbent running.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MN-01-akzam_johnny-,Johnny Akzam,NA,Johnny Akzam,Johnny,first_last,NA,
712720004,Johnny J. Nalbandian,House,CA-27,R,200,0,California 27,D+16,Judy Chu,Democratic,2009 (Special),Incumbent running.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CA-27-nalbandian_johnny-,@Johnny_Congress,NA,Johnny Nalbandian,Johnny,mid_init,NA,
520220009,Johnny Ray Salling,House,MD-02,R,200,0,Maryland 2,D+11,Dutch Ruppersberger,Democratic,2002,Incumbent running.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MD-02-salling_johnnyray-,@SenJohnnyRay,NA,Johnny Salling,Johnny,mid_name,NA,
490920004,Johnny Teague,House,TX-09,R,200,0,Texas 9,D+29,Al Green,Democratic,2004,Incumbent running.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TX-09-teague_johnny-,@ForTeague,NA,Johnny Teague,Johnny,first_last,NA,
440420001,Johsie Cruz,House,GA-04,R,200,0,Georgia 4,D+24,Hank Johnson,Democratic,2006,Incumbent running.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GA-04-cruz_johsie-,@JohsieC,NA,Johsie Cruz,Johsie,first_last,NA,
120520003,Jon Dalrymple Jr.,House,NJ-05,R,200,0,New Jersey 5,R+3,Josh Gottheimer,Democratic,2016,Incumbent running.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NJ-05-dalrymplejr_jon-,@JDalrympleJr,NA,Jon Dalrymple,Jon,junior,NA,
230610002,Jon Hoadley,House,MI-06,D,100,0,Michigan 6,R+4,Fred Upton,Republican,1986,Incumbent running.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MI-06-hoadley_jon-,@jonhoadley,NA,Jon Hoadley,Jon,first_last,NA,
493220003,Jon Hollis,House,TX-32,R,200,0,Texas 32,R+5,Colin Allred,Democratic,2018,Incumbent running.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TX-32-hollis_jon-,@for_hollis,NA,Jon Hollis,Jon,first_last,NA,
710720003,Jon Ivy,House,CA-07,R,200,0,California 7,D+3,Ami Bera,Democratic,2012,Incumbent running.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CA-07-ivy_jon-,@jonivy,NA,Jon Ivy,Jon,first_last,NA,
220720002,Jon J. Davis,House,IN-07,R,200,0,Indiana 7,D+11,Andre Carson,Democratic,2008 (Special),Incumbent running.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IN-07-davis_jon-,NA,NA,Jon Davis,Jon,mid_init,NA,
491110007,Jon Mark Hogg,House,TX-11,D,100,0,Texas 11,R+32,Mike Conaway,Republican,2004,Incumbent retiring.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TX-11-hogg_jonmark-,@jonmarkhogg,NA,Jon Hogg,Jon,mid_name,NA,
490920003,Jon Menefee,House,TX-09,R,200,0,Texas 9,D+29,Al Green,Democratic,2004,Incumbent running.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TX-09-menefee_jon-,@ForMenefee,NA,Jon Menefee,Jon,first_last,NA,
241120005,Jonah Schulz,House,OH-11,R,200,0,Ohio 11,D+32,Marcia Fudge,Democratic,2008 (Special),Incumbent running.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OH-11-schulz_jonah-,@JonahSchulzOH,NA,Jonah Schulz,Jonah,first_last,NA,
492220002,Jonathan Camarillo,House,TX-22,R,200,0,Texas 22,R+10,Pete Olson,Republican,2008,Incumbent retiring.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TX-22-camarillo_jonathan-,NA,NA,Jonathan Camarillo,Jonathan,first_last,NA,0
490120001,Jonathan Davidson,House,TX-01,R,200,0,Texas 1,R+25,Louie Gohmert,Republican,2004,Incumbent running.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TX-01-davidson_jonathan-,NA,NA,Jonathan Davidson,Jonathan,first_last,NA,
131010004,Jonathan Herzog,House,NY-10,D,100,0,New York 10,D+26,Jerrold Nadler,Democratic,1992,Incumbent's intent unknown.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NY-10-herzog_jonathan-,@JonathanHerzog5,NA,Jonathan Herzog,Jonathan,first_last,NA,
610510003,Jonathan Ireland,House,AZ-05,D,100,0,Arizona 5,R+15,Andy Biggs,Republican,2016,Incumbent running.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AZ-05-ireland_jonathan-,@JonAzDistrict5,NA,Jonathan Ireland,Jonathan,first_last,NA,
670410006,Jonathan Lopez,House,UT-04,D,100,0,Utah 4,R+13,Ben McAdams,Democratic,2018,Incumbent running.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UT-04-lopez_jonathan-,NA,NA,Jonathan Lopez,Jonathan,first_last,NA,
131510010,Jonathan Ortiz,House,NY-15,D,100,0,New York 15,D+44,Jose Serrano,Democratic,1990,Incumbent retiring.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NY-15-ortiz_jonathan-,@ortiz4congress,NA,Jonathan Ortiz,Jonathan,first_last,NA,
10420003,Jonathan Riddle,House,CT-04,R,200,0,Connecticut 4,D+7,Jim Himes,Democratic,2008,Incumbent running.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CT-04-riddle_jonathan-,@riddlecongress,NA,Jonathan Riddle,Jonathan,first_last,NA,
650432803,Jonathan Royce Esteban,House,NV-04,L,328,0,Nevada 4,D+3,Steven Horsford,Democratic,2018,Incumbent running.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NV-04-esteban_jonathanroyce-,NA,NA,Jonathan Esteban,Jonathan,mid_name,NA,
250320001,Jonathan Sundborn,House,WI-03,R,200,0,Wisconsin 3,EVEN,Ron Kind,Democratic,1996,Incumbent's intent unknown.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WI-03-sundborn_jonathan-,NA,NA,Jonathan Sundborn,Jonathan,first_last,NA,
670432804,Jonia Broderick,House,UT-04,UUP,328,0,Utah 4,R+13,Ben McAdams,Democratic,2018,Incumbent running.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UT-04-broderick_jonia-,NA,NA,Jonia Broderick,Jonia,first_last,NA,
520120001,Jorge Delgado,House,MD-01,R,200,0,Maryland 1,R+14,Andy Harris,Republican,2010,Incumbent running.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MD-01-delgado_jorge-,@VoteDelgado,NA,Jorge Delgado,Jorge,first_last,NA,
715310002,Jose Caballero,House,CA-53,D,100,0,California 53,D+14,Susan Davis,Democratic,2000,Incumbent retiring.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CA-53-caballero_jose-,@JoseCaballeroSD,NA,Jose Caballero,Jose,first_last,NA,
430920002,Jose Castillo,House,FL-09,R,200,0,Florida 9,D+5,Darren Soto,Democratic,2016,Incumbent running.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FL-09-castillo_jose-,@JoseForFlorida,NA,Jose Castillo,Jose,first_last,NA,
715032803,Jose Cortes,House,CA-50,P&F,328,0,California 50,R+11,Vacant,Vacant,2020,Incumbent unknown.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CA-50-cortes_jose-,NA,NA,Jose Cortes,Jose,first_last,NA,
432620005,Jose Peixoto,House,FL-26,R,200,0,Florida 26,D+6,Debbie Mucarsel-Powell,Democratic,2018,Incumbent running.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FL-26-peixoto_jose-,NA,NA,Jose Peixoto,Jose,first_last,NA,
131410014,Jose Velazquez,House,NY-14,D,100,0,New York 14,D+29,Alexandria Ocasio-Cortez,Democratic,2018,Incumbent's intent unknown.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NY-14-velazquez_jose-,@JVelazquezNYC,NA,Jose Velazquez,Jose,first_last,NA,
520310002,Joseph C. Ardito,House,MD-03,D,100,0,Maryland 3,D+13,John Sarbanes,Democratic,2006,Incumbent running.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MD-03-ardito_joseph-,@JoeArdito2020,NA,Joseph Ardito,Joseph,mid_init,NA,
131120001,Joseph Caldarera,House,NY-11,R,200,0,New York 11,R+3,Max Rose,Democratic,2018,Incumbent running.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NY-11-caldarera_joseph-,@JoeCalNYC,NA,Joseph Caldarera,Joseph,first_last,NA,
660310015,Joseph L. Sanchez,House,NM-03,D,100,0,New Mexico 3,D+8,Ben Ray Lujan,Democratic,2008,Incumbent retiring to run for U.S. senator.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NM-03-sanchez_joseph-,@JosephSanchezNM,NA,Joseph Sanchez,Joseph,mid_init,NA,
710132804,Joseph LeTourneau IV,House,CA-01,NPP,328,0,California 1,R+11,Doug LaMalfa,Republican,2012,Incumbent running.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CA-01-letourneauiv_joseph-,NA,NA,Joseph LeTourneau,Joseph,fourth,NA,
430320007,Joseph Millado,House,FL-03,R,200,0,Florida 3,R+9,Ted Yoho,Republican,2012,Incumbent retiring.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FL-03-millado_joseph-,@JoeMilladoFL03,NA,Joseph Millado,Joseph,first_last,NA,
21761,Joseph Morelle,House,NY-25,D,100,1,New York 25,D+8,Joseph Morelle,Democratic,2018 (Special),Incumbent's intent unknown.,NA,"MORELLE, Joseph D.",M001206,1957,-0.318,0.101,-21.35226,0.96817,660,5,-0.299,0.072,NA,NA,NY-25-morelle_joseph-,@votemorelle,NA,Joseph Morelle,Joseph,first_last,NA,
610220006,Joseph Morgan,House,AZ-02,R,200,0,Arizona 2,R+1,Ann Kirkpatrick,Democratic,2018,Incumbent running.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AZ-02-morgan_joseph-,@jdmorgan11,NA,Joseph Morgan,Joseph,first_last,NA,
400210003,Joseph Mota,House,VA-02,D,100,0,Virginia 2,R+3,Elaine Luria,Democratic,2018,Incumbent's intent unknown.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,VA-02-mota_joseph-,NA,NA,Joseph Mota,Joseph,first_last,NA,
715310003,Joseph R. Fountain,House,CA-53,D,100,0,California 53,D+14,Susan Davis,Democratic,2000,Incumbent retiring.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CA-53-fountain_joseph-,@DrJoe4congress,NA,Joseph Fountain,Joseph,mid_init,NA,
530220001,Joseph Silk,House,OK-02,R,200,0,Oklahoma 2,R+24,Markwayne Mullin,Republican,2012,Incumbent's intent unknown.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OK-02-silk_joseph-,NA,NA,Joseph Silk,Joseph,first_last,NA,
610720001,Josh Barnett,House,AZ-07,R,200,0,Arizona 7,D+23,Ruben Gallego,Democratic,2014,Incumbent running.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AZ-07-barnett_josh-,@BarnettforAZ,NA,Josh Barnett,Josh,first_last,NA,
131720006,Josh Eisen,House,NY-17,R,200,0,New York 17,D+7,Nita Lowey,Democratic,1988,Incumbent retiring.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NY-17-eisen_josh-,@JoshEisen17,NA,Josh Eisen,Josh,first_last,NA,
21723,Josh Gottheimer,House,NJ-05,D,100,1,New Jersey 5,R+3,Josh Gottheimer,Democratic,2016,Incumbent running.,NA,"GOTTHEIMER, Josh S.",G000583,1975,-0.138,0.204,-87.54743,0.87953,682,44,-0.162,0.456,NA,NA,NJ-05-gottheimer_josh-,@JoshGottheimer,@RepJoshG,Josh Gottheimer,Josh,first_last,NA,
21930,Josh Harder,House,CA-10,D,100,1,California 10,EVEN,Josh Harder,Democratic,2018,Incumbent running.,NA,"HARDER, Josh",H001090,1986,-0.373,0.769,-57.33305,0.9188,677,14,-0.373,0.769,NA,NA,CA-10-harder_josh-,@JoshHarder,@RepJoshHarder,Josh Harder,Josh,first_last,NA,
510610003,Josh Hicks,House,KY-06,D,100,0,Kentucky 6,R+9,Andy Barr,Republican,2012,Incumbent running.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KY-06-hicks_josh-,@joshhicksky,NA,Josh Hicks,Josh,first_last,NA,
250110001,Josh Pade,House,WI-01,D,100,0,Wisconsin 1,R+5,Bryan Steil,Republican,2018,Incumbent's intent unknown.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WI-01-pade_josh-,@JoshPade,NA,Josh Pade,Josh,first_last,NA,
491320017,Josh Winegarner,House,TX-13,R,200,0,Texas 13,R+33,Mac Thornberry,Republican,1994,Incumbent retiring.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TX-13-winegarner_josh-,@WinegarnerTX,NA,Josh Winegarner,Josh,first_last,NA,
670110001,Joshua Cameron,House,UT-01,D,100,0,Utah 1,R+26,Rob Bishop,Republican,2002,Incumbent retiring.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UT-01-cameron_joshua-,@JoshProgressive,NA,Joshua Cameron,Joshua,first_last,NA,
731010001,Joshua Collins,House,WA-10,D,100,0,Washington 10,D+5,Denny Heck,Democratic,2012,Incumbent retiring.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WA-10-collins_joshua-,@Joshua4Congress,NA,Joshua Collins,Joshua,first_last,NA,
491420005,Joshua Foxworth,House,TX-14,R,200,0,Texas 14,R+12,Randy Weber,Republican,2012,Incumbent running.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TX-14-foxworth_joshua-,NA,NA,Joshua Foxworth,Joshua,first_last,NA,
530320001,Joshua Jantz,House,OK-03,R,200,0,Oklahoma 3,R+27,Frank Lucas,Republican,1994,Incumbent's intent unknown.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OK-03-jantz_joshua-,NA,NA,Joshua Jantz,Joshua,first_last,NA,
520320005,Joshua M. Morales,House,MD-03,R,200,0,Maryland 3,D+13,John Sarbanes,Democratic,2006,Incumbent running.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MD-03-morales_joshua-,NA,NA,Joshua Morales,Joshua,mid_init,NA,
713220004,Joshua M. Scott,House,CA-32,R,200,0,California 32,D+17,Grace Napolitano,Democratic,1998,Incumbent running.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CA-32-scott_joshua-,@joshuascottca32,NA,Joshua Scott,Joshua,mid_init,NA,
540510005,Joshua Rawlings,House,TN-05,D,100,0,Tennessee 5,D+7,Jim Cooper,Democratic,2002,Incumbent running.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TN-05-rawlings_joshua-,@voterawlings,NA,Joshua Rawlings,Joshua,first_last,NA,
310320004,Joshua Schoenblatt,House,IA-03,R,200,0,Iowa 3,R+1,Cindy Axne,Democratic,2018,Incumbent running.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IA-03-schoenblatt_joshua-,@JSchoenblatt,NA,Joshua Schoenblatt,Joshua,first_last,NA,
21352,Joyce Beatty,House,OH-03,D,100,1,Ohio 3,D+19,Joyce Beatty,Democratic,2012,Incumbent running.,NA,"BEATTY, Joyce",B001281,1950,-0.429,0.064,-13.45551,0.97951,650,4,-0.454,-0.094,NA,NA,OH-03-beatty_joyce-,@JoyceBeatty,@RepBeatty,Joyce Beatty,Joyce,first_last,NA,
420210001,Joyce Elliott,House,AR-02,D,100,0,Arkansas 2,R+7,French Hill,Republican,2014,Incumbent running.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AR-02-elliott_joyce-,@xjelliott,NA,Joyce Elliott,Joyce,first_last,NA,
220310003,JP Kalonji,House,IN-03,D,100,0,Indiana 3,R+18,Jim Banks,Republican,2016,Incumbent running.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IN-03-kalonji_jp-,@JPJeanPaulBKal1,NA,JP Kalonji,JP,first_last,NA,
432720002,Juan Fiol,House,FL-27,R,200,0,Florida 27,D+5,Donna Shalala,Democratic,2018,Incumbent running.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FL-27-fiol_juan-,@Juan_E_Fiol,NA,Juan Fiol,Juan,first_last,NA,
715120001,Juan M. Hidalgo Jr.,House,CA-51,R,200,0,California 51,D+22,Juan Vargas,Democratic,2012,Incumbent running.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CA-51-hidalgojr_juan-,NA,NA,Juan M. Hidalgo Jr.,Juan,other,NA,
432610004,Juan Paredes,House,FL-26,D,100,0,Florida 26,D+6,Debbie Mucarsel-Powell,Democratic,2018,Incumbent running.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FL-26-paredes_juan-,@Juan4Congress,NA,Juan Paredes,Juan,first_last,NA,
21314,Juan Vargas,House,CA-51,D,100,1,California 51,D+22,Juan Vargas,Democratic,2012,Incumbent running.,NA,"VARGAS, Juan",V000130,1961,-0.398,0.104,-26.63616,0.96079,666,9,-0.526,-0.195,NA,NA,CA-51-vargas_juan-,@RepJuanVargas,@RepJuanVargas,Juan Vargas,Juan,first_last,NA,
430320011,Judson Sapp,House,FL-03,R,200,0,Florida 3,R+9,Ted Yoho,Republican,2012,Incumbent retiring.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FL-03-sapp_judson-,@JudsonSapp,NA,Judson Sapp,Judson,first_last,NA,
20955,Judy Chu,House,CA-27,D,100,1,California 27,D+16,Judy Chu,Democratic,2009 (Special),Incumbent running.,NA,"CHU, Judy",C001080,1953,-0.487,-0.376,-11.52382,0.98324,682,4,-0.42,-0.412,NA,NA,CA-27-chu_judy-,@RepJudyChu,NA,Judy Chu,Judy,first_last,NA,
21308,Julia Brownley,House,CA-26,D,100,1,California 26,D+7,Julia Brownley,Democratic,2012,Incumbent running.,NA,"BROWNLEY, Julia",B001285,1952,-0.286,0.051,-27.61174,0.95969,671,12,-0.362,0.194,NA,NA,CA-26-brownley_julia-,@JuliaBrownley,@RepBrownley,Julia Brownley,Julia,first_last,NA,
490920002,Julian A. Martinez,House,TX-09,R,200,0,Texas 9,D+29,Al Green,Democratic,2004,Incumbent running.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TX-09-martinez_julian-,NA,NA,Julian Martinez,Julian,mid_init,NA,
710420001,Julianne Benzel,House,CA-04,R,200,0,California 4,R+10,Tom McClintock,Republican,2008,Incumbent running.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CA-04-benzel_julianne-,@United_Forward,NA,Julianne Benzel,Julianne,first_last,NA,
492510002,Julie Oliver,House,TX-25,D,100,0,Texas 25,R+11,Roger Williams,Republican,2012,Incumbent running.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TX-25-oliver_julie-,@JulieOliverTX,NA,Julie Oliver,Julie,first_last,NA,
91143,Justin Amash,House,MI-03,I,328,1,Michigan 3,R+6,Justin Amash,Independent,2010,Incumbent running.,NA,"AMASH, Justin",A000367,1980,0.317,-0.948,-211.22109,0.50257,307,111,0.338,-0.941,NA,NA,MI-03-amash_justin-,@justinamash,NA,Justin Amash,Justin,first_last,NA,
10220001,Justin Anderson,House,CT-02,R,200,0,Connecticut 2,D+3,Joe Courtney,Democratic,2006,Incumbent's intent unknown.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CT-02-anderson_justin-,NA,NA,Justin Anderson,Justin,first_last,NA,
540510002,Justin Bautista-Jones,House,TN-05,D,100,0,Tennessee 5,D+7,Jim Cooper,Democratic,2002,Incumbent running.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TN-05-bautista-jones_justin-,NA,NA,Justin Bautista-Jones,Justin,first_last,NA,
250310001,Justin Bonner,House,WI-03,D,100,0,Wisconsin 3,EVEN,Ron Kind,Democratic,1996,Incumbent's intent unknown.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WI-03-bonner_justin-,@JustinBonner95,NA,Justin Bonner,Justin,first_last,NA,
711920001,Justin James Aguilera,House,CA-19,R,200,0,California 19,D+24,Zoe Lofgren,Democratic,1994,Incumbent running.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CA-19-aguilera_justinjames-,NA,NA,Justin Aguilera,Justin,mid_name,NA,
492010007,Justin Lecea,House,TX-20,D,100,0,Texas 20,D+10,Joaquin Castro,Democratic,2012,Incumbent running.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TX-20-lecea_justin-,@Justintx_20,NA,Justin Lecea,Justin,first_last,NA,
710820009,Justin Whitehead,House,CA-08,R,200,0,California 8,R+9,Paul Cook,Republican,2012,Incumbent retiring to run for San Bernardino County Board of Supervisors.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CA-08-whitehead_justin-,NA,NA,Justin Whitehead,Justin,first_last,NA,
610220012,Justine Wadsack,House,AZ-02,R,200,0,Arizona 2,R+1,Ann Kirkpatrick,Democratic,2018,Incumbent running.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AZ-02-wadsack_justine-,@Wadsack4Arizona,NA,Justine Wadsack,Justine,first_last,NA,
670210008,Kael Weston,House,UT-02,D,100,0,Utah 2,R+16,Chris Stewart,Republican,2012,Incumbent running.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UT-02-weston_kael-,@KaelWeston,NA,Kael Weston,Kael,first_last,NA,
820210004,Kai Kahele,House,HI-02,D,100,0,Hawaii 2,D+19,Tulsi Gabbard,Democratic,2012,Incumbent retiring to run for U.S. president.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HI-02-kahele_kai-,@kaikahele,NA,Kai Kahele,Kai,first_last,NA,
320110001,Kali Barnett,House,KS-01,D,100,0,Kansas 1,R+24,Roger Marshall,Republican,2016,Incumbent retiring to run for U.S. senator.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KS-01-barnett_kali-,@KaliforKansas,NA,Kali Barnett,Kali,first_last,NA,
350210003,Kara Eastman,House,NE-02,D,100,0,Nebraska 2,R+4,Don Bacon,Republican,2016,Incumbent running.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE-02-eastman_kara-,@karaforcongress,NA,Kara Eastman,Kara,first_last,NA,
21110,Karen Bass,House,CA-37,D,100,1,California 37,D+37,Karen Bass,Democratic,2010,Incumbent running.,NA,"BASS, Karen",B001270,1953,-0.585,-0.106,-15.51946,0.97615,643,8,-0.571,-0.435,NA,NA,CA-37-bass_karen-,@KarenBassTweets,@RepKarenBass,Karen Bass,Karen,first_last,NA,
660320002,Karen Bedonie,House,NM-03,R,200,0,New Mexico 3,D+8,Ben Ray Lujan,Democratic,2008,Incumbent retiring to run for U.S. senator.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NM-03-bedonie_karen-,@karen_bedonie,NA,Karen Bedonie,Karen,first_last,NA,
440620003,Karen Handel,House,GA-06,R,200,0,Georgia 6,R+8,Lucy McBath,Democratic,2018,Incumbent running.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GA-06-handel_karen-,@karenhandel,NA,Karen Handel,Karen,first_last,NA,
610610001,Karl Gentles,House,AZ-06,D,100,0,Arizona 6,R+9,David Schweikert,Republican,2010,Incumbent running.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AZ-06-gentles_karl-,@KarlGentles,NA,Karl Gentles,Karl,first_last,NA,
713210002,Kash Kashifalghita,House,CA-32,D,100,0,California 32,D+17,Grace Napolitano,Democratic,1998,Incumbent running.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CA-32-kashifalghita_kash-,NA,NA,Kash Kashifalghita,Kash,first_last,NA,
430320001,Kat Cammack,House,FL-03,R,200,0,Florida 3,R+9,Ted Yoho,Republican,2012,Incumbent retiring.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FL-03-cammack_kat-,@Kat_Cammack,NA,Kat Cammack,Kat,first_last,NA,
